text,task_1
Fake tits? &#8220;@VelvetHoopD: A hoe??&#8220;@Steph_Badd: Can u guess what I was ? &#8220;@DJZeeti: Twitpic your halloween costumes&#8221; http://t.co/ECs7nlEkKa&#8221;&#8221;,NOT
"@ImToBlame listen cuntrag whore bitch, shit be expensive as fuck, man. We had to do PR first that one year, this year was the wedding so.",HOF
"RT @kristinhersh: my son, Wyatt: ""do rednecks have mullets to keep from getting red necks?""",NOT
"I don't fuck with you iffy bitches/niggas. Y'all don't put fear in my heart, y'all bleed the same I do and breathe the same &#10071;&#65039;&#10069;&#8252;&#65039;&#10069;&#10069;",HOF
"Shiiiit @Pontiac_Holmes, drops you a couple extra dollars on that hoe. Get her a Brazilian. Gotsta spend money to make money!",HOF
@JawShoeeAhhh bitch you can't even say no lol,HOF
They took it there bro you know I'm civil. RT @lilmissStoney: @VikkiNoSecrets wait a minute! Lol. Don't get ghetto V!,NOT
GA Charlie @Charlie4927 @sholzbee @DorisTafoya1 @cat_lmbo @Jagauress @Walter_lars @lynnemrnp @AmyMek @Justin_Awe,NOT
Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track http://t.co/7gebzU4Paz http://t.co/WwL05Orih6,NOT
@louisck a video i made -- Porn Actress Sexy Capri Anderson Kissing Video with Charlie Sheen http://t.co/VTH4r762 via @youtube,NOT
@JuiciStrawberry Kik is for hoes.You either gone shit or get off the pot.,HOF
"I keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system.",NOT
RT @lovesexdeath_: @TonyJRodriguez im queer as a three dollar bill and my first response to her coming out was sarcastic 'wow really? never&#8230;,HOF
"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",HOF
RT @dominiggaaa: &#8220;@ReallyAintShit: This bitch come up and pull her titty out... What do you do? http://t.co/3p9chkHeY8&#8221; the more the merrie&#8230;,HOF
Maybe if you weren't such a conceited bitch more people would like you.,HOF
RT @Ketamine_Stalin: IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;,NOT
Them quiet girls be hoes to watch out,HOF
Too bad Brandon Lavergne isn't gonna have that vein spiked at Angola. #mickey,NOT
Embrace it. Love it. Flip this group of mine runoff water colored turds off and make a pick.,NOT
Am so high that birds and planes are my peers,NOT
@mis_sarahd @basedpapi1017 tranny,NOT
@FrancoisKilljoy Marshall Law! Whatever you coon,NOT
@SportsGrind @RudyJay711 that was my mock done on a simulator check it out pick your team how many rounds and go for it,NOT
Indiana lost to Bowling Green. Big Ten continues to be trash.,NOT
"RT @Herman_NYRBlog: Yankees shouldn't even bother to show up to Boston, man. Just fold the franchise. Cancel baseball.",NOT
@gallinofmilk fight me hoe,HOF
"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",NOT
They have a clumsy bird too lol what is life,NOT
Fuck all y'all hoes &#128567; gang shit &#128175;&#128175;,HOF
The same bitches that failed geometry know exactly what angle to use to take that perfect selfie,HOF
"RT @KattWilliams: I hate ghetto loud rude ugly bitches, Bitch you already ugly ... why the f*ck you gotta to be loud too?",HOF
Damn Joe Buck just making it sound like Greinke was trash when he played for the Royals. Chill out Joe.,NOT
NJ-Sole Sole Sauce! Get those soles icy again! http://t.co/kL5KBdIBkh,NOT
RT @CuhCuhCuh: bitches brag about goin to the gym and still be shaped like a patron bottle cuh,HOF
RT @POONSoaker: Fucking bitches throwing THOTS,HOF
"RT @KinGxStoney: Yeah we can't wrestle, might have to rock bottom you foreal ""@VeronicaGK: I'm a big bitch and proud lol let me live""",HOF
"RT @Jimmy_Santander: ""Deme gallo pinto con carne asadita, madurito..y...una milca, amor""",NOT
@intheKCmix The last planet of the apes with my kids... It's been a minute,NOT
@Lvl_7_Eevee @UnicornCowboy @hisorraya I just wanted brownies man,NOT
I said middle school days as in the ghetto way people... &#8212; and what I am nor here to impress you what are you go... http://t.co/qYpvIKcRfY,NOT
RT @RayRayOspeciial: Hate a broke bitch and nigga,HOF
"RT @SportsCenter: Yankees survive 9th-inning scare to beat Rangers, 12-11.
&#8226; Gardner: 4-5, HR, RBI, 3 R
&#8226; Teixeira: 1-2, HR, 2 RBI, 3 R htt&#8230;",NOT
RT @FolllowEsteban: I think the Clips and Thunder would've gave the Heat a good as well...the East is just trash,NOT
"RT @CzarZellem: Hey Liberals,meet @SenTedCruz, future majority leader of the US Senate.Enjoy. Payback is a bitch. #p2 #stoprush #waar http:&#8230;",HOF
@ViVaLa_Ari smh what's wrong wit u ho,HOF
"@justinhall3434 
God bless you whitey. I be sleepin in tomorrow",NOT
RT @TheKizzler: make today yo bitch,HOF
"RT @LorenaSGonzalez: I am a California State Assemblywoman, but remain a proud @Teamsters #unionmember -- celebrating #LaborDay weekend ho&#8230;",NOT
I would love to give this bitch some act right juice lol,HOF
&#8220;@jerseyzbest74: eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense&#8221; #StopIt,NOT
"@gypsydylann real girls like ""impress me bitch"" &#128075;",HOF
Cavs trash too,NOT
@WyattNuckels shut up niglet,HOF
RT @BlackkHippiee: White girls date black guys who hate black culture and they let their stupid ass white girlfriends talk shit and say nig&#8230;,HOF
Snoop with the hoes &#128514;&#128514;&#128514;,HOF
Johnny is a punk bitch doe,HOF
This is really for @BrianStann RT @JimDaves: @WesDurham Exploding giant yellow ducks. You&#8217;ll appreciate this: http://t.co/SpOhTpl8uV,NOT
(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO! (&#9835; Lights taking too long make me bilingual &#9835;),NOT
"RT @janesports: As NFL reportedly asks bird-flipping M.I.A. for another $15M, let's revisit @SarahSpain's column on ridiculousness: http://&#8230;",NOT
"&#128514;&#128514;&#128514; RT@gxdlyvisuals: ""bitch i know you got games on your phone"" http://t.co/I2HyINFIdW",HOF
RT @wleerpcv: My Chinese social media feed is in total hysteria over the onset of bird flu &amp; recent dead pigs in the river in #Shang ...,NOT
RT @lifewitRy_: where these bitches at &#128555;&#128525;&#128525;&#128525; http://t.co/I8zxwKXk71,HOF
I'm late as hell....Niggas really hating cuz these hoes want that lightskin dude in jail y'all crazy,HOF
Video: Charlie Baker remembers Tom Menino http://t.co/vdaOWLZksv,NOT
Gotta bad red bone that look something like Ashanti,NOT
RT @relatabIe: i hate when people ask &#8220;who you tryna look good for?!&#8221; bitch myself bye,HOF
hot nigga is just as big as I don't like was. bobby bitch nice too RT @BLASTography: @WaymoTheGod he won't tho,HOF
@alizahwi Make yo bitch open her legs.,HOF
@mckinley719 oh you spelled give wrong psh thought I'd be a bitch,HOF
"Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden",NOT
The Pirates have made the playoffs and the Yankees are out...hell has frozen over,NOT
"You all are retarded if you really Kendrick was trying to diss all those rappers, don't think just cuz names were said he was coming at them",NOT
RT @TylerIAm: Not a one RT @TheDiorHomie @TylerIAm lmaooooooo never saw a bitch at a Deltron concert blood,HOF
RT @vinehumor: Flappy bird is taking over my life. I can hear the bird crashing every time something goes wrong. https://t.co/kuLDr4mabp,NOT
&#8220;@dnumberbefore2: Congrats to kim k .this a great day for hoes everywhere&#8221;,HOF
@I12sing pussy.... I ain't had a coochie since I was 16 &#128514;&#128514;,HOF
RT @MrFourTwentyy: Now when a bitch try to suck the strap that's when she getting kicked out,HOF
"RT @CzickenShack: I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;",NOT
That bitch Amanda ran away from me &#128514;,HOF
"Hold all your ghetto labeled and endorsed vodka brands, you can rum me silly any day. 

#ShiverMeTimbers",NOT
@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating,NOT
RT @AbortionFunds: Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...,NOT
@SalaciousSully I am always amazed at your resilience to keep on going into the night shift. Is it really better than the T.O. ghetto?,HOF
I ate a monkey. #AndNowIHaveEbola,NOT
RT @karen_gonski: i wish i was one of those girls who guys liked no matter what...ike i could wear sweats and my hair up and they would sti&#8230;,NOT
Nigga pee wee is a bitch,HOF
@Buckm00se @LEXXX_RUGER @ivanrabago_ the kikes want to charge you &#128175; dollaz for the complete version http://t.co/ZJDLwiAjEo,NOT
"BF: I think we need some pet insurance. GF: LMAO, why, what for? BF: Because I'm destroying your pussy everyday.",HOF
"Jindal seemed to be having an out-of-body experience enhanced by special brownies
http://t.co/W0cyEcqKLo
Bj Up and At 'Em
#stribpol #mngop",NOT
"RT @IllusiveHaven: shhhh&#8230;
wrap yourself around me
let me kiss the bruises on your heart
lick your unhealed wounds
and taste the raw wild ho&#8230;",NOT
"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",NOT
RT @TheTumblrPosts: This is why Charlie Sheen is an idol http://t.co/6ovXRtTxtN,NOT
Pretty bitches with even prettier titties &#9786;&#65039;,HOF
RT @rebellious_midy: Ugly bitches definitely disguste me &#128534; ewww yuck!,HOF
RT @michellemalkin: In which I refresh dhimmi Seattle mayor Ed Murray's poor memory of city's long history as a jihadi breeding ground==&gt; h&#8230;,NOT
"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG",HOF
The only exception with the baby momma is she not stuck on you and ghetto bitch that I will stomp her ass like an African ritual,HOF
Bad bitches only ... http://t.co/ceyb1b3rF0,HOF
You nigga eating these hoes pussy but they ain't worth it,HOF
"@gerfingerpoken2 His job as US Prez, to protect us is throw in trash..Ebola ER at our cost Daniel, both money &amp; lives! DoG",NOT
"RT @dopealbanian: I do know one thing tho, bitches they come &amp; go.",HOF
Hate when hoes try to lead u on naw like lil bitch im coool,HOF
&#8220;@Tinypinkisboss: can't stand a playin ass nigga&#9995;&#8221;bitch*,HOF
RT @hotwata: &#8220;@VSamone: tom ford probably fucking all these hoes&#8221; he probably would be if he wasn't a homosexual,HOF
Why won't we run the ball? Our offensive coordinator is retarded,NOT
RT @Blessedyaszay: #IWantToPunchPeopleWho mock God,NOT
@djfeds bitch just meet me up here lol,HOF
"934 8616
i got a missed call from yo bitch",HOF
"glenladen got life flight to osu and they are saving him, don't mess with the birds #RESPECT",NOT
"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt",HOF
"RT @exjon: Before covering up #IRS misdeeds, creepy little leprechaun John Koskinen cooked the books for Teamsters &amp; Freddie Mac http://t.c&#8230;",HOF
"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is",NOT
&#8220;@TwittahCween: Always tryna degrade girls&amp;shit &#128530; when really..pussy&amp;ass is almost all yall think about so shuuutt iittt .&#8221; Sometimes,HOF
@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.,NOT
RT @UFlorida: @GatorZoneFB It's a bird...It's a plane...It's Jake McGee! http://t.co/WVdLScoDvw,NOT
RT @TyeOnHi: that shit's for the birds,HOF
Memorial Weekend early bird wine walk price is still available! We have 21 participating locations http://t.co/bBYoTneeBn,NOT
"RT @iadorewomen_: A couple &#128107; is ""A couple"" &#128076; Not ""A couple &amp; one"" &#128107;&#128694; Not ""A couple &amp; some"" &#128107;&#128582;&#128581;&#128129; Not ""A couple &amp; plenty"" &#128107; &#128131;&#128131;&#128131;&#128131;&#128131; No hoes No &#8230;",HOF
Oh man. This could be a serious first ever Chanel bag contender RT @evachen212 grape-colored Chanel bags http://t.co/q8ShjIFv,NOT
@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype,HOF
RT @RayIopez: When you're approaching your high score in flappy bird and die one pipe away http://t.co/bI1RQ6A1ur,NOT
RT if one of your followers sell pussy but hop on Twitter like they got all the morals and class,HOF
@ashleyypat17 if im trash ur trash since we baes now,NOT
RT @DjChubbESwagg: &#8220;@jemelehill: ::faints:: RT @desusnice: She has no idea how many of her resumes went straight to the trash http://t.co/D&#8230;,NOT
RT @Its_KingWalt: Bruh.. Don't do this RT &#8220;@Trent_W93: Females swear their best friend is the baddest bitch in the world!&#8221;,HOF
Jose Soto: Reflections of a former gay teabagger http://t.co/XtMMuzyK,NOT
&#8220;@KarynHalpin: Where do all the foreskins go when they circumcise a guy?&#8221; the Foreskin Fairy takes them after you put them under your pillow,NOT
@contrarian11 @YouTube yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.,NOT
diet coke trash,NOT
RT @jadenleAnn: @22EdHam hit that bitch with a bottle,HOF
Produced by yung @jewros &#128293;&#128293; Bouta drop dis hoe http://t.co/WZyMxoLjNt,HOF
#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds,NOT
if u eat fried eggs and leave the yolk entirely yellow ur a disgrace and also nasty,NOT
"#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!",NOT
"RT @__iamjazz: ""@shaaaaayy_: i wish i was born in a different generation , cause yall just make my pussy bones hurt . sicken ass children .&#8230;",HOF
It ain't nunn to cut that bitch off&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;,HOF
"i'm sorry i called you a gap-toothed bitch, its not your fault you're so gap-toothed",HOF
"RT @FOOTBALL_4L1FE: &#8220;@TheRealYoungZel: Nah nigga you blowin dick ""@TheReal_Salmon: Smoking that exotic bitch blowin O's"" http://t.co/6tiQTx&#8230;",HOF
Wait. What in the mudda cunt hypocrisy,HOF
RT @koolestbreeze: Thanks Charlie!! http://t.co/iw06cCEkND,NOT
Hypocritical little bitch,HOF
"Rose colored glasses only, you guys. #wvnextin6",NOT
"I hope the Yankees get Soriano, shoulda never gave him away for Alex Rodriguez",NOT
Thursdays really been trash this season @nfl,NOT
RT @indykaila: Exclusive: Ars&#232;ne Wenger gave two yellow cards &amp; red card while refereeing a charity match in Rome. @Arsenal,NOT
"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.",NOT
@kilmeade @foxandfriends don't you mean crowd not crows,NOT
"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",NOT
Like keke say real niggas got a heart too it just take a real bitch for him to show it,HOF
""" these hoes like niggas that spend money not talk bout it """,HOF
"RT @D_Sidbury_: &#8220;@lookwhogotit: All of Kate Upton's leaked nudes today &amp; more &#128525;

&#11015;&#65039;
http://t.co/BW7ldA56mI http://t.co/sWztntfdGn&#8221; bitch lo&#8230;",NOT
1-800-slap-a-hoe,NOT
&#8220;@FabianMleal: I'm fucking tired. Ending the night with some rips&#127809;&#128293;&#8221; so much for hitting me up bitch,HOF
Twitter is trash,NOT
RT @Sttbs73: I see the crazy #teabaggers have given up on defunding Obamacare and have moved on to using veterans! #1MVetMarch,NOT
RT @Sam_James3: @will123_william @haydenhill13 @aknadnrye @khalilreed I don't care tho cracker,HOF
&#8220;@SarabiaErik: I just accidentally ate a pot brownie. I guess there goes my pledge of being drug free for life . lolz .&#8221; Lmao #College,NOT
"RT @AIanHangover: If I've ever offended you, im sorry..

.

.

.

.

.

.

.

.

.

.

that you're a sensitive lil bitch.",HOF
