text,task_1
"@DestroTheNoble @nekolin purple &amp; pink....for the faggots who want to be protected...by the police, instead of BEARING ARMS if need be!",HOF
I be stalking hoes :),HOF
@Liveitupjersey @D_Cassandra_D @bad_boy_six LOL! That was a cyber bitch slap for sure!,HOF
"Man these bitches are so boring yo. Where the outgoing, fun, wild bitches at",HOF
RT @_TatyanaShells: he like me even more cuz he know I gotta bitch,HOF
RT @shardae85yahoo: Jessica ass dont need no more liquior !!!! when the bitch drinks she forgets everything the very next day ! it never fa&#8230;,HOF
Omg I will just go to Charlie Bear to twerk team I fucks with them,HOF
Buddy a fruit &#8220;@Deion_MVO: @Vonteeeeee Brandon said you a dirty ass coon&#8221;,HOF
"RT @BullHunitProof: bruh said ""Black girls pussy taste like attitudes and arguments"" LOL",HOF
"RT @illesttam: ""go talk to your hoes"" https://t.co/oXa8IqqFjR",HOF
Better nip that shit in the bud early.,HOF
I have no hoes man. I don't need those though &#128564;,HOF
@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol,HOF
If you are out clubbing every weekend and leaving your child with your baby momma I don't wanna hear you bitch about child support. &#128056;&#9749;,HOF
@b_shiznitt what's good pussy,HOF
RT @FoodPornsx: Deep Fried Oreos &#128588;&#128069;&#128166; . http://t.co/dy7QT1Jtlg,NOT
"In the past week, both Paula Dean AND my uncle lost their jobs for saying ""nigger"". Bullllllshiiiiitttt",HOF
"Yaaaasss, bitch! RT @xtina: In more important news... &#127926; http://t.co/Z3b8XVHUty",HOF
#OOMEF had that YEAH!!... i kno she pussy whipped that other nigga into putting a ring on it.... &#128564;&#128564;,HOF
How tf you act like a bitch ?,HOF
@YvngHerbo @PRAYINFORGEMS sup fat bitch,HOF
Police niccas Tryn raid da trap,HOF
"Jai's hate for Jay is completely irrational hahaha I still love Jai though so if he needs someone called a faggot, I'll call someone a fag.",HOF
"@Fugazi3011 ""leave you beaner retard""",HOF
RT @MidniteBoss: zrgrizz should stop paling video games at the age of 40. Fucking stop playing like pussies.,HOF
"RT @NinoDemayo: Chicks wait til their hair is all broken down to go natural in their 30s, but bitch about the young Carter's fro from birth&#8230;",HOF
Such a trash episode of the walking dead tonight.,NOT
My nig said he don't see the differences between pornos and monster ball.... My face &#128551;,HOF
"I have to tell you a secret,
""your a stupid hoe""",HOF
"Go cry about it joey.
Just like the little bitch you are",HOF
RT @Mr_JSmart24: Man I would be happy as a fat bitch in Chipotle if Atlanta get Clowney&#8230;but its gone cost to go get him and I'll be happy w&#8230;,HOF
"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",NOT
For about the last hour of getting my stomach tattooed I felt like I was going to puke. God damnit #pussy,HOF
Monopoly is fucking stupid fuck that dumb ass game bitch ass shit,HOF
Bad bitches is the only thing that like,HOF
"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",HOF
@Dirrttyydan lmaoo my phone autocorrect like a bitch..,HOF
Phone drier than yo bitch scalp &#127797;,HOF
. @_HISTO requires soundcloud links and tumblr bitches; he MIGHT let you play his party then.,HOF
How you like them apples you pineapple bitch?,HOF
"&#8220;@flowerlela: Fucking slut&#8221;

FOREAL, fuck dat bitch.",HOF
When I wanna nut an she wanna nut at the same time I'm Peyton Manning this bitch audible OMHA,HOF
Them hoes don't like me &#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128553;&#128530;&#9996;&#65039;,HOF
@21Cvasquez little bitch your ass is getting tased when I get home,HOF
I can't talk to anyone but you can go answer little.phone calls from your little bitches on the low in the bathroom foh,HOF
"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",NOT
"RT @HUMonTHESE Every day, I thank my nigga Jesus for hot wings and my uncanny ability to tend to these bitches.",HOF
Throw some orange on dat bitch,HOF
Fuk u bitch http://t.co/YezHxQVy02,HOF
"@Italian_Montana @CarterBoy_leake ant is a pussy man, don't make me pull up the pic!!!!",HOF
Next bitch I fuck. I'm goin to her spot lol,HOF
RT @WORIDSTARHlPHOP: When you and your boys discover a hoe http://t.co/pupaplqNhk,HOF
@BretVonDehl YOUNOW is a fucking bitch... Shit load of hate on there when I did my first broadcast,HOF
they made me put on basketball shorts now I look like a confused dyke mosh warrior,HOF
"BROS BEFORE HOS! ... and there I was with my bros, without any hos..",HOF
RT @I_Be_kOoLz Food be good...except that rice they cook that bitch on Monday for the week + Tootsies?,NOT
RT @BigGhostLtd: Shit hoes post on instagram pt 1... http://t.co/s311OC3EK9,HOF
Puig had zero lines and yet he's still going to fuck your bitch after that appearance,HOF
"RT @___Jazsy: If a bitch tweeting about a nigga and he saying he don't mess with her , He's lying&#128533; That bitch ain't tweeting for nothing &#128527;",HOF
"RT @VineForTheByrd: Bae: go text your hoes 
Me: https://t.co/5hetoweSES",HOF
"this fat bitch was preaching like ""we have too many fat and lazy people!!"" haVE YOU SEEN A MIRROR WTF",HOF
RT @EvanBecker513: @whattheflocka @zooyorkinit bitch. We could have went to als. But NOOOOOOOO. &#128545;&#128545;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#128053;,HOF
RT @stayfoqused: Don't eat pussy until she show you the Vagfax,HOF
"@Liveitupjersey Breeding a Nation of Pussies, now how the hell is a Man, a Man...IF HE's A PUSSY!
I'm concerned, WE have pussies &amp; psycho's!",HOF
Winking emoji? I'm about to fuck her right in the pussy,HOF
this ho on Lifetime cray,HOF
@PatriotsOrg Screw the ragheads.,HOF
@JZolly23 @HannahKubiak Everybody knows that bitches love mullets #Pantiedropin,HOF
"Just spoke w/ @HispanicLinkNS legend, mentor Charlie Ericksen. Great to catch up w/ those who helped open doors for Latino journos #thankful",NOT
"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",NOT
I'm not the brightest but i can guess her game a lil and i know how much of attention whores those bitches are,HOF
smh RT @_sirhampton_: That shit trash rap RT @WaymoTheGod: legend. he gonna replace cudi with joints like this http://t.co/FgAQF7Qlw3,HOF
@erinscafe We hate them more than the Cowboys and Yankees.,NOT
What would yall do?.....I would act like one of them nd act like we lookin for the same bitch lmao http://t.co/7d0JeAmUvf,HOF
"Trust me when I say you shouldn't trust her if she tweets ""from bae to bruh real quick."" Only hoes can drop niggas ""real quick""",HOF
"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista",HOF
"@VinceSchilling Vince, what is the general feeling of the natives that you know in regards to the term ""redskins""? Offensive to them or not?",HOF
stuffed her like an Oreo http://t.co/mPAjkWJbZp,HOF
RT @StormyDaniels: I know another chick I will NEVER shoot again. Filing this one under: heartless cunt,HOF
Bad bitches in dirty ass houses &lt;&lt;&lt;,HOF
&#8220;@butter_obama: I hate when I attempt to make the yellow light but the car infront of me stops at the light &#128545;&#128545;&#128545;&#8221;&#8252;&#65039; I be wanting to fight&#128514;,NOT
RT @CauseWereGuys: Dumb bitch lol http://t.co/ZBUo9ZOj2e,HOF
"RT @RushAmeezy: I find it hilarious how Austin says ""swag witch"" instead of ""swag bitch"" lmfao",HOF
Clearly I'm afraid of birds http://t.co/qA4O9Dr4vp,NOT
Oreo milkshakes will forever remind me of @jay_ibarra95,NOT
RT @MNYves: I want someone I can call my own without another bitch staking claim on him simultaneously.,HOF
"' Get some head off Twitter now niggahs that's bracken &#1041204;&#1041204; ima baby momma killa , yo bitch she can get it &#1043359; You... http://t.co/FAkEs1z2Wl",HOF
RT @DeepInHerGut: Anything said bout my moms b would of led to a bitch getting stone cold stunner,HOF
u that nigga RT @Charmin_Harmon I have no idea how random jiggas be knowing my name at work smh.,HOF
Bahaha omg &#128518;&#128557;&#128586; this bitch is crazyyy . http://t.co/HFkTledkpa,HOF
RT @TalkHawkz: KMM get a fucking trash can on your head.,HOF
They're calling it #Sandy because the wind is going to make a lot girls clams really sandy,HOF
@keishagreyxxx that's the beauty of them brownies I always daydream about what I'd do if I hit the powerball lol (nerdy but fun),NOT
@fabbymichelle your one of my bitches you make money for me !,HOF
RT @O3_Millz: &#8220;@xDSmooth: @1BookieG bitch we RMP fuck who don't like&#8221; I don't like &#128530;&#128530;&#128530;,HOF
You don't HAVE to say it. You showed yaself. RT @UptownRaised: Bitch nobody said I did now shut the fuck up that fat made you retarded @VofD,HOF
GTA online today bitch ass niggas,HOF
i wont get catfished anymore tho bc im no longer trying to stick myy pp into Twitter hoes,HOF
"RT @AishaMoodMills: Fox News mocks victim of Ray Rice elevator assault: &#8216;I think the message is, take the stairs&#8217; http://t.co/6TKLgUP2Wh ht&#8230;",NOT
1 baby Momma no bitch no wife like PAC u need a thug in ya life,HOF
RT @_FckYoLifeStyle: We slap bitches! &#128514;&#128514;&#128514;,HOF
@elise_palmer youre cheating on mickey bubbles! :O,NOT
RT @JasperDolphin: Lol at the bitches that act like they single but now have to post pictures with they nigga hahaha,HOF
I'm about to hit a bitch,HOF
@PussyBeezus_ whatever hoe,HOF
"Hoes be making twerk videos. Talking bout ""just playing around"" bitch you know you was serious",HOF
"RT @PizzaBeforeHoes: Move dat muscle hoe &#128548; 
""Tell me watchu mad foe""&#128170;&#128514; https://t.co/wlvTLgGDPg",HOF
negro always falling asleep on me...,HOF
My mom's younger brothers gonna come disrespect my mom &amp; call her a bitch &amp; my cousins gonna tell my mom to STFU! Wth..,HOF
"RT @KapreceSun: where my 2 favorite jiggers at? @S_hawn24, @Satisfied_x ? &#128514;&#128514;&#128514; https://t.co/unNm233mFQ",NOT
These bum ass bitches on my block drawin&#128530;,HOF
"RT @collegefession: ""Guy tells me he doesn't eat pussy, and all of the sudden I don't suck dick anymore"" - Centeral Washington University",HOF
son of a bitch. I hope I don't get the e- bola before I can ride my Harley at Sturgis.,HOF
"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him.",HOF
RT @PedroBALLOUT: &#8220;@ApeezyBaby: New Year's Eve bitches be like ... #nye14 #drunkinlove #beyonce https://t.co/fsGa5WtKxn&#8221;,HOF
RT @BreeBGorgeous: Females now a days don't like to do anything freaky because . You niggas gossip about it like bitches .,HOF
RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;,HOF
Model bitches in the gym working on they fitness but it dont mean nothing cuz they still gon buy some titties!,HOF
"Y'all be giving the pooest bitches so much hype, stop it.",HOF
@CallMeRenee_ wussup bitch,HOF
&#8220;@HeyKeifer: Golden Oreos &#128016; regular Oreos &#128686;&#8221; YES!!!,NOT
@Flow935 jus wanted to let y&#225;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN,HOF
I just want vanilla Oreos,NOT
@CMBGaming11 @BeechHD oh you mean like how you started to be a cunt to JP about something that has nothing to do with you?,HOF
@PlasticDom can we plz go to Starbucks and do that. Ebola sounds like a really ghetto hood name tbh.,HOF
yo bitch whippin in the early morning,HOF
"""fuck you you pussy ass hater go suck a dick and die quick"" - Someone, to me, in Youtube comments. I think we'd be good friends.",HOF
"cleaned all the bird nests out of the downspouts and ready for more rain, the baby birds are out now. respect the birds.....and bees (:",NOT
"bitches that dont eat meat are likely to develop mental illness
http://t.co/7J0Hm1lP97",HOF
"All my bitches love me, all my all my bitches love me, all my bitches love me. You ain't fuckin with my dougie &#128129; @vivaalakatyy",HOF
"These little girls at Simons were telling me they like my huf socks, bitch go home &amp; do your homework",HOF
Money can't buy you love so I don't pay for no pussy,HOF
These hoes getting outta hand #mane,HOF
"Do we love these hoes?

&#128514; &#128514; &#128514;&#128514;&#128514;
&#128514;&#128514; &#128514; &#128514; &#128514;
&#128514; &#128514; &#128514; &#128514; &#128514;
&#128514; &#128514;&#128514; &#128514; &#128514;
&#128514; &#128514; &#128514;&#128514;&#128514;",HOF
RT @ilywhitesiders: Jacob needs to stop being a little bitch and follow me on Instagram,HOF
"One time in high school, this girl told my friend that he needed proactive. So he told her she needed weight watchers. HAHAHA bitch.",HOF
Ole girl really told me she doesn't care if her boyfriend has hoes. This is what's wrong with our generation.,HOF
"Almost everyone I met in #Paris was absolute trash. And if they support a republican government, I hope they fucking die.",HOF
(con't) Also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.,NOT
trash RT @VibeMagazine: Can the Notorious B.I.G.&#8217;s son CJ Wallace rap? Watch &amp; vote here: http://t.co/3kzJj7nqpP http://t.co/wOwnc0A70P,NOT
Either yall niggas just hella funny or she just tryna hoe around the block but you know.. http://t.co/x5feSfA1vB,HOF
"So basically I reflected a lot on how for now, I make fire my bitch day to day.",HOF
Tyga and Drake two light skin bitches but if had to choose in a fight I would go with the guy from Compton over the one from Toronto,HOF
@prihncess fuck you bitch,HOF
RT @NoChillPaz: The only girls that care about being a guys WCW are hoes,HOF
wondertrade is the best pokemon feature ever. i just got a level 27 japanese wobbuffet for a level 4 beginning area trash pokemon,NOT
&#128557;&#128557;&#128557; RT @EsckmoTrent: I swear Niggas use to step one foot off the bus and bitches would be like NEXTTTT &#128553;&#128514;&#128514; http://t.co/XjKUdt4BUB,HOF
S/o to dat bitch ass nigga in Alabama who wanna kill me #GoodLucc,HOF
"RT @NoHoesNextDoor: When you make a beat with a pencil in class and the teacher says ""keep making that trash ass beat and I'll fail you"" ht&#8230;",HOF
RT @MilesM_05: How ghetto girls start their fights &#128514; https://t.co/WyKh16PLek,HOF
' This niggah Yanni like hangin up on NIGGAHS in mid sentence &#1041184;&#1043350; .,HOF
"@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons",NOT
"Shyyyyyt, 12 hours ain't no hoe... &#171;@_SHAYALICIOUS_ This fulltime..12/hr plus overtime and benefits sounds real good to me&#187;",HOF
RT @Dasianah_: The most ghetto bitches be pregnant a/f smh poor kids! &#128531;,HOF
RT @ispeak_sarcasms: the nigga with no future always have the most hoes..,HOF
""" i spend my money how i want bitch its my business """,HOF
@dappermuke I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 http://t.co/tuQ0uAd8bK,HOF
Delete now you bitch ass nigga RT @Quanny_Quan: If the Redskins beat us I will delete my fucking IG,HOF
@longbongchris same here nigga the minute it dropped I got it. Fuck with our team bitch,HOF
"I wasn't calling you a faggot, but you are one lol.",HOF
@_BeautifulKeezy bitch I died when I read that.,HOF
